parking_lot_id,hour_of_day,day_of_week,is_weekend,current_occupancy,total_slots,bookings_last_hour,occupancy_percentage
30,5,2,0,73,251,7,28.93
14,14,4,0,115,185,16,62.28
17,7,0,0,0,187,0,0.0
12,17,5,1,186,236,23,78.79
16,10,2,0,93,229,11,40.66
6,20,6,1,2,108,1,1.91
11,5,0,0,0,114,0,0.0
14,3,3,0,7,185,0,3.59
26,4,5,1,34,200,6,16.86
25,20,1,0,161,206,18,78.2
27,13,6,1,87,105,9,82.8
10,5,2,0,10,72,0,14.1
1,1,2,0,0,153,0,0.0
8,10,0,0,72,84,10,85.55
14,14,6,1,165,185,22,89.42
2,0,5,1,0,147,1,0.0
19,16,1,0,121,290,12,41.76
15,23,1,0,16,225,1,6.9
15,13,0,0,106,225,15,47.02
13,0,3,0,0,148,2,0.0
20,0,2,0,30,209,4,14.23
18,18,3,0,49,72,6,68.57
21,4,3,0,130,175,17,74.39
9,4,3,0,28,244,5,11.56
27,0,3,0,11,105,3,10.33
21,10,3,0,77,175,10,43.72
1,3,1,0,0,153,1,0.0
30,4,1,0,52,251,6,20.73
3,6,1,0,3,101,1,3.24
8,11,6,1,0,84,2,0.0
29,16,5,1,202,280,26,72.22
13,10,0,0,31,148,6,21.11
10,6,1,0,6,72,2,8.24
16,7,5,1,18,229,3,8.07
15,10,3,0,71,225,9,31.65
6,0,4,0,13,108,0,11.92
23,7,0,0,83,157,10,53.1
29,6,6,1,41,280,2,14.59
5,6,5,1,18,95,5,18.84
19,20,5,1,162,290,20,55.75
13,15,6,1,137,148,19,92.48
12,9,6,1,46,236,8,19.69
20,7,4,0,0,209,3,0.0
13,5,3,0,0,148,2,0.0
19,1,3,0,23,290,2,8.05
27,14,3,0,81,105,10,77.34
16,19,3,0,192,229,23,83.83
28,16,6,1,192,252,26,76.24
12,17,2,0,127,236,13,54.0
12,3,5,1,24,236,3,10.04
25,3,2,0,189,206,20,91.97
18,4,5,1,6,72,1,8.55
25,11,0,0,107,206,12,52.11
24,5,4,0,224,234,24,95.87
12,0,1,0,0,236,0,0.0
26,15,0,0,158,200,17,78.87
3,6,1,0,0,101,2,0.0
20,17,1,0,84,209,11,40.23
21,21,5,1,139,175,17,79.21
12,19,6,1,171,236,22,72.36
22,22,1,0,96,101,9,95.39
21,18,6,1,139,175,18,79.68
8,10,0,0,67,84,11,79.65
14,1,6,1,0,185,0,0.0
7,13,3,0,51,113,9,44.84
2,2,6,1,13,147,0,8.77
3,17,0,0,76,101,12,75.67
6,23,3,0,8,108,1,7.24
30,6,3,0,2,251,2,0.97
19,22,0,0,74,290,11,25.55
9,1,4,0,18,244,3,7.56
17,16,3,0,65,187,7,34.83
26,5,3,0,23,200,2,11.48
5,1,2,0,9,95,2,9.5
23,20,0,0,143,157,15,91.35
20,17,1,0,114,209,15,54.75
4,11,6,1,46,203,5,22.88
25,7,5,1,134,206,15,64.87
16,23,1,0,31,229,5,13.6
15,14,5,1,217,225,26,96.62
16,12,4,0,78,229,11,33.99
18,9,3,0,26,72,1,36.52
30,21,0,0,95,251,13,37.75
30,9,1,0,179,251,23,71.39
25,13,4,0,91,206,12,44.24
8,23,1,0,7,84,0,8.29
21,12,0,0,55,175,9,31.18
18,6,2,0,10,72,4,14.13
20,14,2,0,103,209,12,49.19
23,20,6,1,106,157,14,67.28
28,12,3,0,139,252,17,55.33
2,21,6,1,18,147,1,12.32
15,21,1,0,119,225,13,52.77
10,0,1,0,0,72,0,0.0
20,17,6,1,173,209,22,82.61
11,3,0,0,0,114,2,0.0
24,16,4,0,51,234,8,21.68
20,22,0,0,91,209,11,43.58
6,12,1,0,70,108,7,64.57
6,23,5,1,0,108,1,0.0
24,17,6,1,169,234,18,72.3
7,13,3,0,57,113,9,50.25
18,11,4,0,28,72,3,38.77
13,9,3,0,13,148,2,8.77
11,6,1,0,1,114,2,1.19
26,22,0,0,90,200,12,44.82
20,9,1,0,64,209,6,30.6
5,2,4,0,0,95,0,0.0
11,8,6,1,14,114,1,12.18
1,18,5,1,28,153,4,18.21
13,9,3,0,22,148,3,14.61
22,14,4,0,14,101,0,13.95
20,12,3,0,62,209,6,29.8
18,17,4,0,46,72,8,63.41
23,21,3,0,143,157,17,91.38
8,6,4,0,0,84,0,0.0
20,11,5,1,151,209,16,72.33
27,17,6,1,70,105,9,67.11
2,12,3,0,92,147,10,62.47
8,7,0,0,21,84,4,25.28
18,14,1,0,44,72,6,60.7
10,15,6,1,10,72,4,13.46
29,2,4,0,52,280,5,18.59
28,11,5,1,207,252,22,82.25
12,13,1,0,108,236,13,45.84
21,6,2,0,143,175,16,81.62
27,13,1,0,63,105,7,60.05
13,4,3,0,10,148,3,6.79
9,18,2,0,70,244,6,28.58
9,23,5,1,9,244,0,3.57
7,13,3,0,89,113,10,78.91
18,10,1,0,12,72,3,16.04
27,15,4,0,60,105,5,57.61
23,11,2,0,41,157,6,25.94
15,15,2,0,133,225,14,59.26
13,9,1,0,37,148,4,25.26
12,14,3,0,132,236,17,55.81
24,20,6,1,185,234,22,79.03
28,9,4,0,165,252,21,65.37
4,20,1,0,41,203,7,20.27
22,12,6,1,52,101,6,51.34
12,5,4,0,0,236,1,0.0
22,11,1,0,31,101,3,30.45
25,13,3,0,60,206,7,29.2
29,12,5,1,164,280,17,58.62
25,23,3,0,168,206,18,81.67
13,7,4,0,3,148,2,2.05
10,12,5,1,11,72,1,14.61
7,8,6,1,19,113,5,17.0
3,15,2,0,80,101,12,79.56
11,1,3,0,17,114,5,14.95
24,5,1,0,211,234,23,90.0
26,9,3,0,101,200,10,50.63
4,21,0,0,25,203,1,12.09
11,2,6,1,29,114,6,25.4
22,11,6,1,15,101,0,14.52
23,12,2,0,29,157,6,18.5
16,0,1,0,10,229,3,4.26
20,14,4,0,87,209,13,41.72
17,19,4,0,147,187,19,78.56
23,14,0,0,90,157,12,57.5
6,19,5,1,12,108,0,11.36
28,16,5,1,181,252,24,72.0
9,19,3,0,88,244,13,36.16
6,22,3,0,19,108,0,17.81
3,20,1,0,6,101,1,5.65
19,8,3,0,54,290,4,18.72
10,3,5,1,3,72,0,4.51
7,7,4,0,27,113,1,24.28
23,20,0,0,138,157,17,87.99
10,10,6,1,11,72,2,15.96
22,6,3,0,62,101,7,61.31
15,19,2,0,155,225,18,68.95
18,13,0,0,33,72,5,45.33
30,20,1,0,185,251,20,73.73
27,6,6,1,20,105,1,18.75
30,19,1,0,192,251,21,76.44
3,3,1,0,4,101,1,4.31
28,21,6,1,50,252,8,19.79
14,8,6,1,70,185,9,37.88
5,7,1,0,29,95,4,30.0
15,8,6,1,74,225,6,32.87
21,19,5,1,123,175,17,70.07
23,4,6,1,115,157,11,73.36
22,13,3,0,15,101,0,14.95
4,8,1,0,44,203,3,21.5
5,2,1,0,8,95,2,8.55
30,7,4,0,88,251,8,35.21
10,5,6,1,1,72,0,2.06
1,21,4,0,2,153,0,1.45
22,17,4,0,64,101,10,63.25
6,15,4,0,99,108,10,91.37
27,22,0,0,24,105,2,22.94
22,21,1,0,71,101,9,70.1
6,12,2,0,96,108,11,88.96
7,22,4,0,12,113,3,10.89
26,19,0,0,129,200,17,64.47
27,16,1,0,73,105,9,69.7
8,13,3,0,52,84,5,61.62
23,1,5,1,133,157,14,84.44
9,5,0,0,0,244,0,0.0
21,19,5,1,103,175,10,58.85
12,20,5,1,150,236,20,63.46
29,0,6,1,24,280,0,8.44
14,0,4,0,1,185,2,0.38
2,12,6,1,10,147,4,7.0
16,22,6,1,68,229,11,29.78
11,12,6,1,97,114,12,85.19
23,0,4,0,137,157,15,86.97
18,19,4,0,61,72,7,84.16
17,4,6,1,29,187,3,15.41
25,5,4,0,206,206,25,100.0
11,13,1,0,55,114,6,48.27
9,12,6,1,14,244,0,5.77
5,12,4,0,60,95,8,62.67
12,1,3,0,0,236,0,0.0
1,3,3,0,5,153,3,3.18
30,16,0,0,162,251,19,64.4
8,0,1,0,9,84,1,10.46
18,6,0,0,0,72,2,0.46
1,10,1,0,118,153,15,76.85
1,7,5,1,17,153,4,11.42
18,15,5,1,59,72,6,82.24
1,11,4,0,134,153,16,87.46
22,18,3,0,67,101,9,66.23
20,14,5,1,189,209,22,90.43
3,0,1,0,2,101,0,2.18
30,9,0,0,194,251,21,77.23
20,12,2,0,71,209,7,33.82
14,8,0,0,37,185,3,20.24
23,14,3,0,51,157,4,32.17
27,22,3,0,28,105,1,26.41
9,1,2,0,0,244,3,0.0
20,6,1,0,25,209,5,11.82
7,21,1,0,15,113,0,12.9
11,7,3,0,16,114,1,13.68
6,21,5,1,0,108,3,0.3
22,2,6,1,84,101,12,83.58
25,3,3,0,164,206,20,79.57
28,10,0,0,184,252,23,72.83
26,11,6,1,131,200,18,65.31
6,11,3,0,94,108,13,87.42
1,14,6,1,14,153,0,8.84
21,11,2,0,71,175,7,40.33
9,13,3,0,173,244,22,70.72
25,18,3,0,151,206,16,73.23
1,11,5,1,25,153,3,16.65
20,23,3,0,40,209,6,19.23
7,6,1,0,0,113,0,0.0
2,2,2,0,0,147,3,0.0
29,15,5,1,188,280,24,67.26
14,0,1,0,31,185,4,16.67
20,18,6,1,183,209,22,87.72
18,9,2,0,19,72,5,26.65
18,23,5,1,5,72,0,6.7
2,22,6,1,2,147,3,1.45
27,2,3,0,22,105,5,20.75
12,17,4,0,141,236,18,59.83
12,2,4,0,17,236,2,7.37
25,13,6,1,92,206,13,44.86
24,16,2,0,67,234,9,28.81
24,19,1,0,177,234,19,75.46
1,9,0,0,132,153,16,86.08
29,17,4,0,198,280,25,70.81
25,12,1,0,72,206,7,34.72
11,22,1,0,43,114,7,37.86
24,0,6,1,219,234,29,93.53
14,10,2,0,48,185,3,25.89
4,9,5,1,26,203,1,12.7
25,7,6,1,145,206,17,70.25
9,0,6,1,12,244,2,4.8
14,20,6,1,85,185,9,45.83
15,5,3,0,10,225,0,4.36
10,1,1,0,3,72,0,3.95
4,11,4,0,157,203,20,77.57
8,17,6,1,9,84,1,10.81
6,12,1,0,71,108,11,65.29
26,19,4,0,119,200,16,59.45
6,19,5,1,29,108,6,26.51
21,14,5,1,89,175,10,51.0
19,8,5,1,73,290,7,25.23
17,16,3,0,80,187,8,42.92
2,22,0,0,8,147,0,5.36
11,0,6,1,24,114,3,20.71
25,12,6,1,64,206,7,31.16
20,22,4,0,93,209,12,44.68
30,3,1,0,63,251,5,24.98
8,4,0,0,11,84,0,12.75
22,17,4,0,78,101,9,76.77
14,6,5,1,0,185,0,0.0
5,7,4,0,31,95,1,32.44
14,21,2,0,50,185,6,26.96
2,12,2,0,98,147,14,66.35
13,13,2,0,66,148,10,44.64
29,20,1,0,228,280,30,81.44
2,5,0,0,3,147,2,1.89
22,2,3,0,90,101,10,88.76
23,21,1,0,145,157,17,92.51
30,10,0,0,194,251,25,77.48
1,4,6,1,2,153,2,1.1
13,2,6,1,4,148,1,2.38
14,4,1,0,0,185,3,0.0
30,3,4,0,0,251,0,0.0
19,13,4,0,134,290,17,46.25
8,1,6,1,3,84,2,3.35
28,1,5,1,47,252,7,18.67
5,20,6,1,10,95,4,10.07
20,16,2,0,140,209,14,67.09
12,17,4,0,141,236,18,59.73
21,8,0,0,116,175,11,66.41
18,16,0,0,45,72,7,62.73
27,21,5,1,24,105,5,22.86
4,2,5,1,0,203,2,0.0
20,3,3,0,34,209,5,16.18
22,5,3,0,86,101,10,85.02
10,10,4,0,63,72,9,87.05
16,2,1,0,0,229,0,0.0
8,10,2,0,65,84,9,77.22
13,9,3,0,33,148,5,22.23
25,12,6,1,21,206,5,10.09
29,20,4,0,233,280,26,83.38
29,2,0,0,46,280,8,16.48
17,12,3,0,79,187,8,42.35
3,23,3,0,11,101,0,10.52
20,22,4,0,100,209,15,47.85
15,17,5,1,170,225,19,75.41
18,2,2,0,10,72,4,13.84
26,0,4,0,59,200,7,29.27
16,3,6,1,12,229,2,5.05
17,8,3,0,21,187,1,11.24
11,15,3,0,46,114,7,40.39
27,22,4,0,29,105,6,27.99
13,12,5,1,121,148,15,81.74
9,15,0,0,234,244,31,95.93
27,20,5,1,34,105,7,32.08
6,6,0,0,6,108,3,5.58
1,19,3,0,96,153,11,62.47
25,2,4,0,206,206,24,100.0
14,1,4,0,28,185,2,14.99
6,18,0,0,64,108,6,59.01
23,22,0,0,128,157,18,81.24
8,5,0,0,4,84,0,4.47
23,21,0,0,151,157,20,96.09
28,22,5,1,46,252,6,18.28
12,18,5,1,207,236,25,87.73
30,16,6,1,201,251,22,79.89
4,21,3,0,2,203,2,1.05
2,5,3,0,8,147,0,5.43
15,0,1,0,34,225,7,15.28
18,2,6,1,12,72,4,17.06
24,20,0,0,184,234,23,78.68
19,1,0,0,32,290,5,11.08
6,3,1,0,2,108,2,2.05
3,0,6,1,2,101,2,1.85
16,21,1,0,65,229,10,28.55
7,5,6,1,15,113,4,12.85
7,7,6,1,0,113,0,0.0
13,12,0,0,82,148,9,55.22
13,0,5,1,0,148,0,0.0
15,3,0,0,0,225,1,0.0
6,13,6,1,3,108,0,2.96
14,17,0,0,124,185,12,67.15
17,17,5,1,154,187,20,82.23
14,16,1,0,112,185,14,60.47
2,4,2,0,0,147,1,0.0
24,16,3,0,67,234,5,28.46
8,5,1,0,11,84,2,13.0
10,23,0,0,3,72,1,4.37
15,22,4,0,123,225,16,54.48
19,17,4,0,132,290,17,45.6
10,9,1,0,65,72,10,90.34
21,4,4,0,167,175,19,95.68
25,13,1,0,88,206,10,42.73
25,12,2,0,81,206,11,39.33
14,7,6,1,9,185,1,4.98
26,12,4,0,130,200,13,65.1
26,20,2,0,130,200,13,65.08
15,8,0,0,58,225,6,25.85
18,12,0,0,37,72,5,50.85
22,0,4,0,81,101,12,80.21
25,10,3,0,75,206,6,36.25
3,14,3,0,81,101,10,80.23
23,0,4,0,150,157,16,95.34
1,14,2,0,135,153,18,88.15
21,18,0,0,129,175,18,73.68
30,16,3,0,161,251,21,64.1
25,14,4,0,74,206,6,35.71
27,16,0,0,71,105,9,67.58
26,7,1,0,87,200,13,43.45
11,0,5,1,2,114,0,1.77
29,13,5,1,164,280,18,58.55
29,15,3,0,174,280,23,62.31
7,17,0,0,97,113,13,86.14
7,1,1,0,3,113,2,2.51
28,1,2,0,50,252,3,19.7
6,22,1,0,16,108,3,14.58
20,11,2,0,97,209,13,46.34
30,23,1,0,48,251,7,19.02
26,10,2,0,145,200,15,72.27
1,4,6,1,7,153,0,4.74
9,10,1,0,215,244,28,88.27
13,15,0,0,77,148,11,51.85
18,15,2,0,26,72,2,35.99
25,21,0,0,180,206,23,87.55
9,13,1,0,161,244,22,66.07
5,4,6,1,7,95,0,7.29
19,23,4,0,37,290,4,12.62
17,17,3,0,124,187,17,66.56
12,8,2,0,36,236,5,15.21
26,11,1,0,150,200,18,74.93
9,2,1,0,21,244,3,8.59
23,12,2,0,54,157,9,34.55
2,0,0,0,12,147,2,8.04
19,9,3,0,90,290,9,31.02
23,11,2,0,24,157,2,15.28
14,12,6,1,164,185,18,88.54
21,22,0,0,159,175,19,90.64
9,18,2,0,69,244,9,28.38
27,7,3,0,53,105,5,50.14
30,12,5,1,176,251,23,70.01
5,10,3,0,77,95,10,81.13
7,2,1,0,3,113,0,2.68
1,2,1,0,16,153,4,10.64
14,23,1,0,35,185,5,18.91
8,1,4,0,0,84,0,0.0
9,19,4,0,100,244,14,40.85
14,15,6,1,177,185,21,95.5
23,8,3,0,118,157,15,75.46
12,12,5,1,167,236,19,70.91
26,3,5,1,61,200,7,30.49
17,3,2,0,19,187,1,10.38
27,17,5,1,81,105,8,76.77
16,9,6,1,53,229,8,23.03
17,12,6,1,143,187,15,76.37
17,7,1,0,1,187,3,0.79
4,19,1,0,98,203,14,48.47
4,1,3,0,27,203,6,13.42
22,12,0,0,41,101,4,40.19
30,12,0,0,175,251,22,69.78
3,9,5,1,10,101,1,10.18
3,14,6,1,13,101,1,13.05
12,8,5,1,78,236,12,32.95
3,20,4,0,16,101,4,15.69
8,19,5,1,4,84,3,4.62
12,22,0,0,123,236,12,51.91
23,6,3,0,108,157,11,69.08
21,16,2,0,57,175,4,32.3
13,22,1,0,73,148,11,49.37
26,0,1,0,17,200,1,8.34
22,14,6,1,39,101,5,38.89
12,19,6,1,203,236,25,85.87
22,9,2,0,51,101,6,50.9
13,17,6,1,136,148,16,91.94
17,19,6,1,137,187,16,73.01
5,13,6,1,8,95,0,8.31
16,11,4,0,96,229,14,41.94
7,16,2,0,101,113,15,89.51
9,16,5,1,85,244,12,34.72
19,10,1,0,78,290,11,26.9
4,8,5,1,3,203,2,1.28
18,20,2,0,59,72,5,81.72
29,15,4,0,162,280,17,57.88
24,2,3,0,211,234,26,90.28
29,9,5,1,108,280,10,38.47
28,0,2,0,32,252,6,12.65
18,5,2,0,3,72,0,3.83
7,19,4,0,47,113,5,41.66
17,7,2,0,19,187,1,10.26
16,9,4,0,47,229,4,20.39
15,2,0,0,17,225,4,7.65
21,2,3,0,154,175,21,87.94
26,9,5,1,63,200,9,31.64
10,16,1,0,57,72,7,79.66
6,19,5,1,15,108,4,13.53
29,10,0,0,199,280,23,71.19
27,15,5,1,81,105,7,77.54
24,1,3,0,181,234,22,77.55
20,20,0,0,151,209,21,72.47
4,14,1,0,155,203,18,76.38
19,4,4,0,20,290,1,6.74
9,0,0,0,0,244,0,0.0
19,10,6,1,221,290,28,76.14
30,18,1,0,185,251,22,73.61
19,1,2,0,8,290,0,2.59
27,11,1,0,57,105,7,53.83
12,4,6,1,14,236,0,6.12
11,0,5,1,6,114,0,5.59
9,0,2,0,14,244,3,5.76
25,9,2,0,71,206,11,34.29
25,1,6,1,204,206,22,98.89
26,2,1,0,29,200,2,14.4
21,11,6,1,70,175,6,39.78
1,2,3,0,13,153,2,8.7
20,2,3,0,23,209,3,11.08
21,18,0,0,140,175,18,80.26
3,21,5,1,0,101,1,0.0
13,8,6,1,53,148,5,35.48
11,23,5,1,30,114,4,26.16
27,8,0,0,40,105,4,37.89
12,10,2,0,22,236,3,9.13
18,10,3,0,13,72,1,18.41
28,4,3,0,72,252,9,28.53
17,20,3,0,144,187,15,77.26
8,4,5,1,6,84,0,6.65
11,18,2,0,102,114,13,89.91
9,20,4,0,61,244,8,24.95
14,22,6,1,13,185,0,6.78
30,19,2,0,202,251,23,80.4
30,3,6,1,5,251,1,1.87
7,7,2,0,32,113,1,27.91
25,1,6,1,158,206,19,76.55
28,20,3,0,252,252,31,100.0
6,23,0,0,12,108,3,11.36
30,10,5,1,132,251,16,52.64
29,15,4,0,173,280,23,61.85
7,18,3,0,24,113,0,21.14
7,18,5,1,25,113,1,21.71
4,3,4,0,3,203,2,1.48
27,15,4,0,62,105,9,58.73
23,16,1,0,53,157,5,33.61
22,20,3,0,81,101,9,80.16
10,0,6,1,5,72,1,7.57
28,22,5,1,46,252,7,18.4
13,11,3,0,79,148,12,53.59
26,14,4,0,149,200,16,74.27
25,11,6,1,123,206,16,59.48
12,23,6,1,48,236,3,20.2
17,22,3,0,122,187,14,65.09
16,17,1,0,107,229,15,46.7
13,14,5,1,133,148,14,89.65
13,5,2,0,9,148,0,6.06
26,7,4,0,84,200,8,41.77
4,23,0,0,44,203,6,21.72
15,7,4,0,31,225,5,13.88
18,8,2,0,21,72,1,28.49
8,12,5,1,0,84,2,0.0
7,23,1,0,0,113,0,0.0
27,16,1,0,78,105,8,74.62
26,3,3,0,47,200,3,23.5
5,19,1,0,36,95,6,37.55
30,20,3,0,199,251,26,79.09
28,21,2,0,73,252,7,28.85
13,21,4,0,65,148,7,44.2
14,18,0,0,118,185,16,63.86
8,16,2,0,77,84,12,91.14
15,9,1,0,45,225,8,20.06
5,6,6,1,15,95,0,16.06
30,23,1,0,35,251,5,13.87
21,9,3,0,10,175,0,5.99
14,20,3,0,148,185,16,80.22
15,7,2,0,32,225,5,14.16
25,8,0,0,130,206,18,62.93
2,18,2,0,76,147,11,51.89
23,23,5,1,157,157,17,100.0
24,14,5,1,64,234,8,27.44
27,4,2,0,15,105,0,13.85
6,22,0,0,12,108,0,11.13
5,20,3,0,17,95,5,18.39
20,12,4,0,61,209,6,29.28
1,15,1,0,125,153,17,81.51
4,1,3,0,32,203,2,15.72
12,15,0,0,121,236,17,51.22
10,21,5,1,0,72,1,0.0
27,0,4,0,19,105,5,18.13
10,22,0,0,12,72,2,16.07
21,5,0,0,149,175,17,85.28
1,15,3,0,100,153,10,65.54
2,3,2,0,0,147,0,0.0
6,14,0,0,63,108,6,58.36
20,2,5,1,3,209,2,1.52
20,20,2,0,164,209,18,78.54
17,22,1,0,49,187,6,26.31
14,1,2,0,13,185,0,6.97
25,10,0,0,67,206,6,32.45
3,12,0,0,75,101,9,74.47
27,3,2,0,19,105,2,18.04
29,16,5,1,245,280,30,87.63
29,17,2,0,187,280,21,66.66
24,22,3,0,207,234,22,88.46
2,2,2,0,0,147,2,0.0
21,5,6,1,152,175,21,86.93
28,5,1,0,35,252,3,14.04
18,19,2,0,53,72,9,73.02
8,20,5,1,2,84,0,2.82
19,18,0,0,266,290,34,91.65
4,19,2,0,41,203,4,20.36
1,3,6,1,5,153,0,3.52
29,17,0,0,176,280,22,63.01
7,1,3,0,0,113,0,0.0
18,19,6,1,51,72,7,71.47
10,2,6,1,2,72,1,3.39
30,22,4,0,45,251,8,17.99
11,16,6,1,94,114,14,82.02
20,9,1,0,34,209,4,16.28
23,1,6,1,114,157,12,72.73
7,4,1,0,0,113,1,0.0
29,2,6,1,65,280,6,23.06
1,17,1,0,130,153,15,85.05
11,13,1,0,58,114,4,50.84
12,23,6,1,24,236,4,9.99
2,10,0,0,112,147,13,76.13
3,15,2,0,81,101,8,80.61
21,19,1,0,99,175,9,56.45
9,9,1,0,200,244,27,82.06
29,18,1,0,173,280,19,61.83
28,23,4,0,66,252,10,26.25
14,7,6,1,3,185,1,1.41
11,14,4,0,64,114,10,56.19
7,17,1,0,103,113,11,90.96
22,21,5,1,84,101,13,83.18
10,23,5,1,6,72,2,8.85
1,11,1,0,113,153,12,74.09
1,7,2,0,26,153,2,17.12
22,4,1,0,83,101,10,81.94
17,3,3,0,27,187,5,14.44
30,21,4,0,34,251,6,13.64
4,6,5,1,21,203,4,10.43
24,6,2,0,157,234,21,67.06
25,7,5,1,114,206,12,55.18
29,9,2,0,180,280,24,64.46
6,20,5,1,0,108,0,0.0
28,16,0,0,190,252,22,75.4
6,11,4,0,81,108,7,75.11
11,4,2,0,0,114,3,0.09
2,17,3,0,114,147,16,77.41
11,12,3,0,54,114,9,47.47
24,0,6,1,185,234,22,78.95
1,15,2,0,124,153,13,81.09
15,20,6,1,163,225,20,72.35
8,23,2,0,12,84,2,13.73
17,11,2,0,78,187,8,41.82
4,7,4,0,46,203,3,22.67
30,12,4,0,144,251,15,57.18
5,13,1,0,69,95,8,73.14
13,10,1,0,61,148,5,41.34
4,0,0,0,0,203,0,0.03
18,7,6,1,4,72,1,5.49
2,13,4,0,98,147,13,66.67
1,21,5,1,5,153,0,3.56
21,13,2,0,52,175,5,29.65
27,20,2,0,77,105,10,73.66
20,10,4,0,15,209,0,7.38
18,10,4,0,12,72,3,16.53
7,2,1,0,7,113,0,6.6
17,10,2,0,69,187,8,37.01
23,13,1,0,45,157,3,28.61
16,21,6,1,156,229,17,68.1
6,19,2,0,52,108,8,48.53
21,13,2,0,34,175,2,19.29
14,9,1,0,52,185,4,27.89
25,22,4,0,121,206,13,58.92
26,20,6,1,90,200,12,45.22
18,2,0,0,9,72,2,12.11
3,9,2,0,78,101,7,77.2
7,1,1,0,4,113,0,3.16
10,17,2,0,60,72,8,83.18
24,0,3,0,205,234,26,87.78
10,17,5,1,11,72,1,15.16
30,15,0,0,196,251,23,78.24
10,11,5,1,8,72,1,11.55
23,8,5,1,125,157,15,79.67
20,18,2,0,180,209,21,86.25
19,7,6,1,0,290,3,0.0
2,19,5,1,34,147,5,23.03
28,0,6,1,42,252,4,16.57
26,2,3,0,29,200,6,14.44
2,16,1,0,115,147,12,78.4
27,7,6,1,56,105,5,52.95
8,11,5,1,11,84,3,12.51
27,7,1,0,58,105,4,55.46
1,23,4,0,28,153,3,18.03
23,20,1,0,110,157,16,69.87
24,18,0,0,185,234,22,78.94
12,6,0,0,13,236,0,5.38
16,9,4,0,80,229,12,34.9
4,22,0,0,35,203,6,17.02
29,2,3,0,66,280,9,23.67
24,6,0,0,161,234,17,68.84
6,14,0,0,73,108,10,67.54
9,21,0,0,34,244,2,13.89
22,12,3,0,34,101,2,33.83
13,0,3,0,0,148,3,0.0
1,5,2,0,15,153,4,9.49
6,16,3,0,99,108,12,91.64
17,21,4,0,46,187,3,24.62
26,20,4,0,139,200,18,69.32
4,12,4,0,141,203,15,69.33
4,2,2,0,16,203,0,7.8
24,10,5,1,104,234,15,44.44
29,11,1,0,209,280,25,74.57
17,14,5,1,170,187,22,90.98
17,1,4,0,0,187,1,0.0
19,4,3,0,0,290,0,0.0
21,22,5,1,144,175,18,82.13
3,6,1,0,0,101,0,0.0
26,22,4,0,54,200,9,26.98
3,5,2,0,14,101,0,13.43
9,17,6,1,8,244,2,3.14
6,21,3,0,13,108,2,11.58
18,20,1,0,49,72,7,68.29
22,14,6,1,26,101,4,25.33
30,7,3,0,131,251,18,52.12
6,0,4,0,3,108,2,3.01
30,19,6,1,204,251,22,81.08
3,3,1,0,0,101,1,0.0
2,5,3,0,14,147,3,9.76
11,3,2,0,4,114,2,3.58
26,12,0,0,161,200,18,80.42
14,4,3,0,7,185,2,3.81
20,9,3,0,39,209,6,18.68
17,23,1,0,30,187,3,16.09
17,1,2,0,11,187,4,6.03
9,12,3,0,155,244,18,63.39
24,3,4,0,234,234,27,100.0
1,1,2,0,0,153,0,0.0
5,16,3,0,79,95,10,83.03
25,0,0,0,177,206,21,85.93
8,11,4,0,80,84,8,95.47
23,10,6,1,43,157,5,27.45
10,19,3,0,25,72,2,35.34
15,5,3,0,26,225,1,11.43
11,10,4,0,15,114,0,13.47
3,7,6,1,9,101,4,8.61
3,4,5,1,6,101,3,6.3
26,6,3,0,30,200,5,14.92
6,6,2,0,12,108,1,11.13
26,15,2,0,138,200,18,69.0
2,5,3,0,16,147,1,10.89
18,21,2,0,27,72,3,37.5
16,14,0,0,106,229,13,46.11
30,14,1,0,184,251,24,73.37
17,8,5,1,54,187,8,28.84
19,4,4,0,6,290,3,1.93
25,2,5,1,173,206,22,84.19
30,17,3,0,206,251,25,82.01
15,15,6,1,150,225,20,66.56
26,2,0,0,46,200,8,23.03
10,4,1,0,3,72,3,4.24
21,2,6,1,154,175,17,88.09
24,7,6,1,84,234,12,36.09
1,18,6,1,10,153,3,6.33
29,17,4,0,199,280,26,71.24
6,15,1,0,87,108,13,80.24
10,3,3,0,4,72,0,5.53
29,11,4,0,161,280,21,57.57
27,19,3,0,95,105,9,90.84
9,0,2,0,11,244,3,4.57
7,3,1,0,6,113,0,5.33
4,17,4,0,156,203,17,76.7
13,8,3,0,35,148,3,23.6
11,0,3,0,0,114,1,0.0
2,22,1,0,13,147,4,9.06
19,17,5,1,290,290,35,100.0
3,1,5,1,0,101,0,0.0
9,12,1,0,201,244,24,82.53
4,14,6,1,9,203,3,4.58
14,1,3,0,35,185,4,19.01
16,2,5,1,9,229,3,3.87
20,1,3,0,16,209,2,7.64
18,10,4,0,22,72,2,31.16
13,3,0,0,6,148,3,3.98
13,15,6,1,137,148,19,92.28
16,7,5,1,0,229,1,0.0
12,0,3,0,6,236,1,2.62
14,21,3,0,98,185,12,53.04
22,6,2,0,71,101,11,70.3
29,20,2,0,256,280,33,91.32
20,4,3,0,4,209,3,1.81
7,8,3,0,27,113,1,24.0
11,23,2,0,0,114,0,0.0
14,18,6,1,130,185,15,70.51
6,1,2,0,0,108,0,0.0
30,21,0,0,0,251,2,0.0
10,16,6,1,7,72,1,9.66
